sensor_id,sensor_number,reading_number,timestamp,voltage,sheet_name,row_index,column_index
SEN_SP2_S44,44,29,2024-01-01 02:20:00,2.39,SEN_SP2,28,43
SEN_SP2_S45,45,29,2024-01-01 02:20:00,1.11,SEN_SP2,28,44
SEN_SP2_S46,46,29,2024-01-01 02:20:00,1.4,SEN_SP2,28,45
SEN_SP2_S47,47,29,2024-01-01 02:20:00,1.75,SEN_SP2,28,46
SEN_SP2_S48,48,29,2024-01-01 02:20:00,1.99,SEN_SP2,28,47
SEN_SP2_S49,49,29,2024-01-01 02:20:00,1.56,SEN_SP2,28,48
SEN_SP2_S50,50,29,2024-01-01 02:20:00,2.03,SEN_SP2,28,49
SEN_SP2_S51,51,29,2024-01-01 02:20:00,1.27,SEN_SP2,28,50
SEN_SP2_S52,52,29,2024-01-01 02:20:00,1.08,SEN_SP2,28,51
SEN_SP2_S53,53,29,2024-01-01 02:20:00,1.94,SEN_SP2,28,52
SEN_SP2_S54,54,29,2024-01-01 02:20:00,1.3,SEN_SP2,28,53
SEN_SP2_S2,2,30,2024-01-01 02:25:00,1.9,SEN_SP2,29,1
SEN_SP2_S3,3,30,2024-01-01 02:25:00,1.51,SEN_SP2,29,2
SEN_SP2_S4,4,30,2024-01-01 02:25:00,1.35,SEN_SP2,29,3
SEN_SP2_S5,5,30,2024-01-01 02:25:00,1.75,SEN_SP2,29,4
SEN_SP2_S6,6,30,2024-01-01 02:25:00,1.1,SEN_SP2,29,5
SEN_SP2_S7,7,30,2024-01-01 02:25:00,0.71,SEN_SP2,29,6
SEN_SP2_S8,8,30,2024-01-01 02:25:00,0.84,SEN_SP2,29,7
SEN_SP2_S9,9,30,2024-01-01 02:25:00,0.98,SEN_SP2,29,8
SEN_SP2_S10,10,30,2024-01-01 02:25:00,1.67,SEN_SP2,29,9
SEN_SP2_S11,11,30,2024-01-01 02:25:00,1.28,SEN_SP2,29,10
SEN_SP2_S12,12,30,2024-01-01 02:25:00,1.84,SEN_SP2,29,11
SEN_SP2_S13,13,30,2024-01-01 02:25:00,2.5,SEN_SP2,29,12
SEN_SP2_S14,14,30,2024-01-01 02:25:00,1.36,SEN_SP2,29,13
SEN_SP2_S15,15,30,2024-01-01 02:25:00,1.39,SEN_SP2,29,14
SEN_SP2_S16,16,30,2024-01-01 02:25:00,1.76,SEN_SP2,29,15
SEN_SP2_S17,17,30,2024-01-01 02:25:00,1.35,SEN_SP2,29,16
SEN_SP2_S18,18,30,2024-01-01 02:25:00,1.69,SEN_SP2,29,17
SEN_SP2_S19,19,30,2024-01-01 02:25:00,1.28,SEN_SP2,29,18
SEN_SP2_S20,20,30,2024-01-01 02:25:00,2.13,SEN_SP2,29,19
SEN_SP2_S21,21,30,2024-01-01 02:25:00,2.54,SEN_SP2,29,20
SEN_SP2_S22,22,30,2024-01-01 02:25:00,1.67,SEN_SP2,29,21
SEN_SP2_S23,23,30,2024-01-01 02:25:00,2.17,SEN_SP2,29,22
SEN_SP2_S24,24,30,2024-01-01 02:25:00,0.81,SEN_SP2,29,23
SEN_SP2_S25,25,30,2024-01-01 02:25:00,1.96,SEN_SP2,29,24
SEN_SP2_S26,26,30,2024-01-01 02:25:00,2.37,SEN_SP2,29,25
SEN_SP2_S27,27,30,2024-01-01 02:25:00,1.97,SEN_SP2,29,26
SEN_SP2_S28,28,30,2024-01-01 02:25:00,1.51,SEN_SP2,29,27
SEN_SP2_S29,29,30,2024-01-01 02:25:00,1.93,SEN_SP2,29,28
SEN_SP2_S30,30,30,2024-01-01 02:25:00,1.62,SEN_SP2,29,29
SEN_SP2_S31,31,30,2024-01-01 02:25:00,1.47,SEN_SP2,29,30
SEN_SP2_S32,32,30,2024-01-01 02:25:00,1.3,SEN_SP2,29,31
SEN_SP2_S33,33,30,2024-01-01 02:25:00,2.01,SEN_SP2,29,32
SEN_SP2_S34,34,30,2024-01-01 02:25:00,1.94,SEN_SP2,29,33
SEN_SP2_S35,35,30,2024-01-01 02:25:00,1.78,SEN_SP2,29,34
SEN_SP2_S36,36,30,2024-01-01 02:25:00,1.64,SEN_SP2,29,35
SEN_SP2_S37,37,30,2024-01-01 02:25:00,1.84,SEN_SP2,29,36
SEN_SP2_S38,38,30,2024-01-01 02:25:00,1.9,SEN_SP2,29,37
SEN_SP2_S39,39,30,2024-01-01 02:25:00,2.2,SEN_SP2,29,38
SEN_SP2_S40,40,30,2024-01-01 02:25:00,2.16,SEN_SP2,29,39
SEN_SP2_S41,41,30,2024-01-01 02:25:00,1.28,SEN_SP2,29,40
SEN_SP2_S42,42,30,2024-01-01 02:25:00,1.74,SEN_SP2,29,41
SEN_SP2_S43,43,30,2024-01-01 02:25:00,1.48,SEN_SP2,29,42
SEN_SP2_S44,44,30,2024-01-01 02:25:00,2.38,SEN_SP2,29,43
SEN_SP2_S45,45,30,2024-01-01 02:25:00,1.27,SEN_SP2,29,44
SEN_SP2_S46,46,30,2024-01-01 02:25:00,1.32,SEN_SP2,29,45
SEN_SP2_S47,47,30,2024-01-01 02:25:00,1.81,SEN_SP2,29,46
SEN_SP2_S48,48,30,2024-01-01 02:25:00,1.95,SEN_SP2,29,47
SEN_SP2_S49,49,30,2024-01-01 02:25:00,1.53,SEN_SP2,29,48
SEN_SP2_S50,50,30,2024-01-01 02:25:00,1.97,SEN_SP2,29,49
SEN_SP2_S51,51,30,2024-01-01 02:25:00,1.25,SEN_SP2,29,50
SEN_SP2_S52,52,30,2024-01-01 02:25:00,1.15,SEN_SP2,29,51
SEN_SP2_S53,53,30,2024-01-01 02:25:00,1.94,SEN_SP2,29,52
SEN_SP2_S54,54,30,2024-01-01 02:25:00,1.29,SEN_SP2,29,53
SEN_SP2_S2,2,31,2024-01-01 02:30:00,2.19,SEN_SP2,30,1
SEN_SP2_S3,3,31,2024-01-01 02:30:00,1.7,SEN_SP2,30,2
SEN_SP2_S4,4,31,2024-01-01 02:30:00,1.23,SEN_SP2,30,3
SEN_SP2_S5,5,31,2024-01-01 02:30:00,1.75,SEN_SP2,30,4
SEN_SP2_S6,6,31,2024-01-01 02:30:00,1.11,SEN_SP2,30,5
SEN_SP2_S7,7,31,2024-01-01 02:30:00,0.72,SEN_SP2,30,6
SEN_SP2_S8,8,31,2024-01-01 02:30:00,0.76,SEN_SP2,30,7
SEN_SP2_S9,9,31,2024-01-01 02:30:00,0.95,SEN_SP2,30,8
SEN_SP2_S10,10,31,2024-01-01 02:30:00,1.69,SEN_SP2,30,9
SEN_SP2_S11,11,31,2024-01-01 02:30:00,1.32,SEN_SP2,30,10
SEN_SP2_S12,12,31,2024-01-01 02:30:00,1.64,SEN_SP2,30,11
SEN_SP2_S13,13,31,2024-01-01 02:30:00,2.49,SEN_SP2,30,12
SEN_SP2_S14,14,31,2024-01-01 02:30:00,1.36,SEN_SP2,30,13
SEN_SP2_S15,15,31,2024-01-01 02:30:00,1.35,SEN_SP2,30,14
SEN_SP2_S16,16,31,2024-01-01 02:30:00,1.81,SEN_SP2,30,15
SEN_SP2_S17,17,31,2024-01-01 02:30:00,1.38,SEN_SP2,30,16
SEN_SP2_S18,18,31,2024-01-01 02:30:00,1.68,SEN_SP2,30,17
SEN_SP2_S19,19,31,2024-01-01 02:30:00,1.28,SEN_SP2,30,18
SEN_SP2_S20,20,31,2024-01-01 02:30:00,2.08,SEN_SP2,30,19
SEN_SP2_S21,21,31,2024-01-01 02:30:00,2.66,SEN_SP2,30,20
SEN_SP2_S22,22,31,2024-01-01 02:30:00,1.72,SEN_SP2,30,21
SEN_SP2_S23,23,31,2024-01-01 02:30:00,2.18,SEN_SP2,30,22
SEN_SP2_S24,24,31,2024-01-01 02:30:00,0.86,SEN_SP2,30,23
SEN_SP2_S25,25,31,2024-01-01 02:30:00,1.98,SEN_SP2,30,24
SEN_SP2_S26,26,31,2024-01-01 02:30:00,2.34,SEN_SP2,30,25
SEN_SP2_S27,27,31,2024-01-01 02:30:00,2.22,SEN_SP2,30,26
SEN_SP2_S28,28,31,2024-01-01 02:30:00,1.57,SEN_SP2,30,27
SEN_SP2_S29,29,31,2024-01-01 02:30:00,1.99,SEN_SP2,30,28
SEN_SP2_S30,30,31,2024-01-01 02:30:00,1.73,SEN_SP2,30,29
SEN_SP2_S31,31,31,2024-01-01 02:30:00,1.43,SEN_SP2,30,30
SEN_SP2_S32,32,31,2024-01-01 02:30:00,1.22,SEN_SP2,30,31
SEN_SP2_S33,33,31,2024-01-01 02:30:00,2.04,SEN_SP2,30,32
SEN_SP2_S34,34,31,2024-01-01 02:30:00,1.87,SEN_SP2,30,33
SEN_SP2_S35,35,31,2024-01-01 02:30:00,1.78,SEN_SP2,30,34
SEN_SP2_S36,36,31,2024-01-01 02:30:00,1.7,SEN_SP2,30,35
SEN_SP2_S37,37,31,2024-01-01 02:30:00,1.88,SEN_SP2,30,36
SEN_SP2_S38,38,31,2024-01-01 02:30:00,1.9,SEN_SP2,30,37
SEN_SP2_S39,39,31,2024-01-01 02:30:00,2.31,SEN_SP2,30,38
SEN_SP2_S40,40,31,2024-01-01 02:30:00,1.91,SEN_SP2,30,39
SEN_SP2_S41,41,31,2024-01-01 02:30:00,1.28,SEN_SP2,30,40
SEN_SP2_S42,42,31,2024-01-01 02:30:00,1.64,SEN_SP2,30,41
SEN_SP2_S43,43,31,2024-01-01 02:30:00,1.5,SEN_SP2,30,42
SEN_SP2_S44,44,31,2024-01-01 02:30:00,2.26,SEN_SP2,30,43
SEN_SP2_S45,45,31,2024-01-01 02:30:00,1.17,SEN_SP2,30,44
SEN_SP2_S46,46,31,2024-01-01 02:30:00,1.37,SEN_SP2,30,45
SEN_SP2_S47,47,31,2024-01-01 02:30:00,1.79,SEN_SP2,30,46
SEN_SP2_S48,48,31,2024-01-01 02:30:00,1.95,SEN_SP2,30,47
SEN_SP2_S49,49,31,2024-01-01 02:30:00,1.51,SEN_SP2,30,48
SEN_SP2_S50,50,31,2024-01-01 02:30:00,2.03,SEN_SP2,30,49
SEN_SP2_S51,51,31,2024-01-01 02:30:00,1.2,SEN_SP2,30,50
SEN_SP2_S52,52,31,2024-01-01 02:30:00,1.09,SEN_SP2,30,51
SEN_SP2_S53,53,31,2024-01-01 02:30:00,1.95,SEN_SP2,30,52
SEN_SP2_S54,54,31,2024-01-01 02:30:00,1.08,SEN_SP2,30,53
SEN_GAR1_S2,2,1,2024-01-01 00:00:00,1.0,SEN_GAR1,0,1
SEN_GAR1_S3,3,1,2024-01-01 00:00:00,2.0,SEN_GAR1,0,2
SEN_GAR1_S4,4,1,2024-01-01 00:00:00,3.0,SEN_GAR1,0,3
SEN_GAR1_S5,5,1,2024-01-01 00:00:00,4.0,SEN_GAR1,0,4
SEN_GAR1_S6,6,1,2024-01-01 00:00:00,5.0,SEN_GAR1,0,5
SEN_GAR1_S7,7,1,2024-01-01 00:00:00,6.0,SEN_GAR1,0,6
SEN_GAR1_S8,8,1,2024-01-01 00:00:00,7.0,SEN_GAR1,0,7
SEN_GAR1_S9,9,1,2024-01-01 00:00:00,8.0,SEN_GAR1,0,8
SEN_GAR1_S10,10,1,2024-01-01 00:00:00,9.0,SEN_GAR1,0,9
SEN_GAR1_S11,11,1,2024-01-01 00:00:00,10.0,SEN_GAR1,0,10
SEN_GAR1_S12,12,1,2024-01-01 00:00:00,11.0,SEN_GAR1,0,11
SEN_GAR1_S13,13,1,2024-01-01 00:00:00,12.0,SEN_GAR1,0,12
SEN_GAR1_S14,14,1,2024-01-01 00:00:00,13.0,SEN_GAR1,0,13
SEN_GAR1_S15,15,1,2024-01-01 00:00:00,14.0,SEN_GAR1,0,14
SEN_GAR1_S16,16,1,2024-01-01 00:00:00,15.0,SEN_GAR1,0,15
SEN_GAR1_S17,17,1,2024-01-01 00:00:00,16.0,SEN_GAR1,0,16
SEN_GAR1_S18,18,1,2024-01-01 00:00:00,17.0,SEN_GAR1,0,17
SEN_GAR1_S19,19,1,2024-01-01 00:00:00,18.0,SEN_GAR1,0,18
SEN_GAR1_S20,20,1,2024-01-01 00:00:00,19.0,SEN_GAR1,0,19
SEN_GAR1_S21,21,1,2024-01-01 00:00:00,20.0,SEN_GAR1,0,20
SEN_GAR1_S22,22,1,2024-01-01 00:00:00,21.0,SEN_GAR1,0,21
SEN_GAR1_S23,23,1,2024-01-01 00:00:00,22.0,SEN_GAR1,0,22
SEN_GAR1_S24,24,1,2024-01-01 00:00:00,23.0,SEN_GAR1,0,23
SEN_GAR1_S25,25,1,2024-01-01 00:00:00,24.0,SEN_GAR1,0,24
SEN_GAR1_S26,26,1,2024-01-01 00:00:00,25.0,SEN_GAR1,0,25
SEN_GAR1_S27,27,1,2024-01-01 00:00:00,26.0,SEN_GAR1,0,26
SEN_GAR1_S28,28,1,2024-01-01 00:00:00,27.0,SEN_GAR1,0,27
SEN_GAR1_S29,29,1,2024-01-01 00:00:00,28.0,SEN_GAR1,0,28
SEN_GAR1_S30,30,1,2024-01-01 00:00:00,29.0,SEN_GAR1,0,29
SEN_GAR1_S31,31,1,2024-01-01 00:00:00,30.0,SEN_GAR1,0,30
SEN_GAR1_S32,32,1,2024-01-01 00:00:00,31.0,SEN_GAR1,0,31
SEN_GAR1_S33,33,1,2024-01-01 00:00:00,32.0,SEN_GAR1,0,32
SEN_GAR1_S34,34,1,2024-01-01 00:00:00,33.0,SEN_GAR1,0,33
SEN_GAR1_S35,35,1,2024-01-01 00:00:00,34.0,SEN_GAR1,0,34
SEN_GAR1_S36,36,1,2024-01-01 00:00:00,35.0,SEN_GAR1,0,35
SEN_GAR1_S37,37,1,2024-01-01 00:00:00,36.0,SEN_GAR1,0,36
SEN_GAR1_S38,38,1,2024-01-01 00:00:00,37.0,SEN_GAR1,0,37
SEN_GAR1_S39,39,1,2024-01-01 00:00:00,38.0,SEN_GAR1,0,38
SEN_GAR1_S40,40,1,2024-01-01 00:00:00,39.0,SEN_GAR1,0,39
SEN_GAR1_S41,41,1,2024-01-01 00:00:00,40.0,SEN_GAR1,0,40
SEN_GAR1_S42,42,1,2024-01-01 00:00:00,41.0,SEN_GAR1,0,41
SEN_GAR1_S43,43,1,2024-01-01 00:00:00,42.0,SEN_GAR1,0,42
SEN_GAR1_S44,44,1,2024-01-01 00:00:00,43.0,SEN_GAR1,0,43
SEN_GAR1_S45,45,1,2024-01-01 00:00:00,44.0,SEN_GAR1,0,44
SEN_GAR1_S46,46,1,2024-01-01 00:00:00,45.0,SEN_GAR1,0,45
SEN_GAR1_S47,47,1,2024-01-01 00:00:00,46.0,SEN_GAR1,0,46
SEN_GAR1_S48,48,1,2024-01-01 00:00:00,47.0,SEN_GAR1,0,47
SEN_GAR1_S49,49,1,2024-01-01 00:00:00,48.0,SEN_GAR1,0,48
SEN_GAR1_S50,50,1,2024-01-01 00:00:00,49.0,SEN_GAR1,0,49
SEN_GAR1_S51,51,1,2024-01-01 00:00:00,50.0,SEN_GAR1,0,50
SEN_GAR1_S52,52,1,2024-01-01 00:00:00,51.0,SEN_GAR1,0,51
SEN_GAR1_S53,53,1,2024-01-01 00:00:00,52.0,SEN_GAR1,0,52
SEN_GAR1_S54,54,1,2024-01-01 00:00:00,53.0,SEN_GAR1,0,53
SEN_GAR1_S55,55,1,2024-01-01 00:00:00,54.0,SEN_GAR1,0,54
SEN_GAR1_S56,56,1,2024-01-01 00:00:00,55.0,SEN_GAR1,0,55
SEN_GAR1_S57,57,1,2024-01-01 00:00:00,56.0,SEN_GAR1,0,56
SEN_GAR1_S58,58,1,2024-01-01 00:00:00,57.0,SEN_GAR1,0,57
SEN_GAR1_S59,59,1,2024-01-01 00:00:00,58.0,SEN_GAR1,0,58
SEN_GAR1_S60,60,1,2024-01-01 00:00:00,59.0,SEN_GAR1,0,59
SEN_GAR1_S61,61,1,2024-01-01 00:00:00,60.0,SEN_GAR1,0,60
SEN_GAR1_S2,2,3,2024-01-01 00:10:00,1.41,SEN_GAR1,2,1
SEN_GAR1_S3,3,3,2024-01-01 00:10:00,0.36,SEN_GAR1,2,2
SEN_GAR1_S4,4,3,2024-01-01 00:10:00,1.45,SEN_GAR1,2,3
SEN_GAR1_S5,5,3,2024-01-01 00:10:00,1.59,SEN_GAR1,2,4
SEN_GAR1_S6,6,3,2024-01-01 00:10:00,1.41,SEN_GAR1,2,5
SEN_GAR1_S7,7,3,2024-01-01 00:10:00,0.13,SEN_GAR1,2,6
SEN_GAR1_S8,8,3,2024-01-01 00:10:00,1.34,SEN_GAR1,2,7
SEN_GAR1_S9,9,3,2024-01-01 00:10:00,1.25,SEN_GAR1,2,8
SEN_GAR1_S10,10,3,2024-01-01 00:10:00,2.6,SEN_GAR1,2,9
SEN_GAR1_S11,11,3,2024-01-01 00:10:00,1.18,SEN_GAR1,2,10
SEN_GAR1_S12,12,3,2024-01-01 00:10:00,1.4,SEN_GAR1,2,11
SEN_GAR1_S13,13,3,2024-01-01 00:10:00,1.78,SEN_GAR1,2,12
SEN_GAR1_S14,14,3,2024-01-01 00:10:00,1.17,SEN_GAR1,2,13
SEN_GAR1_S15,15,3,2024-01-01 00:10:00,1.73,SEN_GAR1,2,14
SEN_GAR1_S16,16,3,2024-01-01 00:10:00,0.1,SEN_GAR1,2,15
SEN_GAR1_S17,17,3,2024-01-01 00:10:00,1.14,SEN_GAR1,2,16
SEN_GAR1_S18,18,3,2024-01-01 00:10:00,1.52,SEN_GAR1,2,17
SEN_GAR1_S19,19,3,2024-01-01 00:10:00,1.34,SEN_GAR1,2,18
SEN_GAR1_S20,20,3,2024-01-01 00:10:00,1.04,SEN_GAR1,2,19
SEN_GAR1_S21,21,3,2024-01-01 00:10:00,2.01,SEN_GAR1,2,20
SEN_GAR1_S22,22,3,2024-01-01 00:10:00,1.57,SEN_GAR1,2,21
SEN_GAR1_S23,23,3,2024-01-01 00:10:00,1.74,SEN_GAR1,2,22
SEN_GAR1_S24,24,3,2024-01-01 00:10:00,1.52,SEN_GAR1,2,23
SEN_GAR1_S25,25,3,2024-01-01 00:10:00,2.18,SEN_GAR1,2,24
SEN_GAR1_S26,26,3,2024-01-01 00:10:00,1.77,SEN_GAR1,2,25
SEN_GAR1_S27,27,3,2024-01-01 00:10:00,0.86,SEN_GAR1,2,26
SEN_GAR1_S28,28,3,2024-01-01 00:10:00,1.61,SEN_GAR1,2,27
SEN_GAR1_S29,29,3,2024-01-01 00:10:00,1.74,SEN_GAR1,2,28
SEN_GAR1_S30,30,3,2024-01-01 00:10:00,1.0,SEN_GAR1,2,29
SEN_GAR1_S31,31,3,2024-01-01 00:10:00,1.19,SEN_GAR1,2,30
SEN_GAR1_S32,32,3,2024-01-01 00:10:00,0.44,SEN_GAR1,2,31
SEN_GAR1_S33,33,3,2024-01-01 00:10:00,1.81,SEN_GAR1,2,32
SEN_GAR1_S34,34,3,2024-01-01 00:10:00,1.37,SEN_GAR1,2,33
SEN_GAR1_S35,35,3,2024-01-01 00:10:00,1.42,SEN_GAR1,2,34
SEN_GAR1_S36,36,3,2024-01-01 00:10:00,2.6,SEN_GAR1,2,35
SEN_GAR1_S37,37,3,2024-01-01 00:10:00,1.88,SEN_GAR1,2,36
SEN_GAR1_S38,38,3,2024-01-01 00:10:00,0.47,SEN_GAR1,2,37
SEN_GAR1_S39,39,3,2024-01-01 00:10:00,0.35,SEN_GAR1,2,38
SEN_GAR1_S40,40,3,2024-01-01 00:10:00,1.09,SEN_GAR1,2,39
SEN_GAR1_S41,41,3,2024-01-01 00:10:00,2.08,SEN_GAR1,2,40
SEN_GAR1_S42,42,3,2024-01-01 00:10:00,1.09,SEN_GAR1,2,41
SEN_GAR1_S43,43,3,2024-01-01 00:10:00,1.83,SEN_GAR1,2,42
SEN_GAR1_S44,44,3,2024-01-01 00:10:00,1.03,SEN_GAR1,2,43
SEN_GAR1_S45,45,3,2024-01-01 00:10:00,1.42,SEN_GAR1,2,44
SEN_GAR1_S46,46,3,2024-01-01 00:10:00,1.28,SEN_GAR1,2,45
SEN_GAR1_S47,47,3,2024-01-01 00:10:00,0.48,SEN_GAR1,2,46
SEN_GAR1_S48,48,3,2024-01-01 00:10:00,1.05,SEN_GAR1,2,47
SEN_GAR1_S49,49,3,2024-01-01 00:10:00,1.1,SEN_GAR1,2,48
SEN_GAR1_S50,50,3,2024-01-01 00:10:00,1.42,SEN_GAR1,2,49
SEN_GAR1_S51,51,3,2024-01-01 00:10:00,1.25,SEN_GAR1,2,50
SEN_GAR1_S52,52,3,2024-01-01 00:10:00,1.33,SEN_GAR1,2,51
SEN_GAR1_S53,53,3,2024-01-01 00:10:00,0.69,SEN_GAR1,2,52
SEN_GAR1_S54,54,3,2024-01-01 00:10:00,0.56,SEN_GAR1,2,53
SEN_GAR1_S2,2,4,2024-01-01 00:15:00,1.31,SEN_GAR1,3,1
SEN_GAR1_S3,3,4,2024-01-01 00:15:00,0.4,SEN_GAR1,3,2
SEN_GAR1_S4,4,4,2024-01-01 00:15:00,0.01,SEN_GAR1,3,3
SEN_GAR1_S5,5,4,2024-01-01 00:15:00,1.6,SEN_GAR1,3,4
SEN_GAR1_S6,6,4,2024-01-01 00:15:00,1.39,SEN_GAR1,3,5
SEN_GAR1_S7,7,4,2024-01-01 00:15:00,1.34,SEN_GAR1,3,6
SEN_GAR1_S8,8,4,2024-01-01 00:15:00,1.27,SEN_GAR1,3,7
SEN_GAR1_S9,9,4,2024-01-01 00:15:00,1.22,SEN_GAR1,3,8
SEN_GAR1_S10,10,4,2024-01-01 00:15:00,2.59,SEN_GAR1,3,9
SEN_GAR1_S11,11,4,2024-01-01 00:15:00,1.3,SEN_GAR1,3,10
SEN_GAR1_S12,12,4,2024-01-01 00:15:00,1.41,SEN_GAR1,3,11
SEN_GAR1_S13,13,4,2024-01-01 00:15:00,1.8,SEN_GAR1,3,12
SEN_GAR1_S14,14,4,2024-01-01 00:15:00,1.14,SEN_GAR1,3,13
SEN_GAR1_S15,15,4,2024-01-01 00:15:00,0.94,SEN_GAR1,3,14
SEN_GAR1_S16,16,4,2024-01-01 00:15:00,0.1,SEN_GAR1,3,15
SEN_GAR1_S17,17,4,2024-01-01 00:15:00,1.25,SEN_GAR1,3,16
SEN_GAR1_S18,18,4,2024-01-01 00:15:00,1.54,SEN_GAR1,3,17
SEN_GAR1_S19,19,4,2024-01-01 00:15:00,1.15,SEN_GAR1,3,18
SEN_GAR1_S20,20,4,2024-01-01 00:15:00,1.07,SEN_GAR1,3,19
SEN_GAR1_S21,21,4,2024-01-01 00:15:00,2.09,SEN_GAR1,3,20
SEN_GAR1_S22,22,4,2024-01-01 00:15:00,1.29,SEN_GAR1,3,21
SEN_GAR1_S23,23,4,2024-01-01 00:15:00,1.82,SEN_GAR1,3,22
SEN_GAR1_S24,24,4,2024-01-01 00:15:00,1.61,SEN_GAR1,3,23
SEN_GAR1_S25,25,4,2024-01-01 00:15:00,2.16,SEN_GAR1,3,24
SEN_GAR1_S26,26,4,2024-01-01 00:15:00,1.54,SEN_GAR1,3,25
SEN_GAR1_S27,27,4,2024-01-01 00:15:00,0.93,SEN_GAR1,3,26
SEN_GAR1_S28,28,4,2024-01-01 00:15:00,1.71,SEN_GAR1,3,27
SEN_GAR1_S29,29,4,2024-01-01 00:15:00,1.68,SEN_GAR1,3,28
SEN_GAR1_S30,30,4,2024-01-01 00:15:00,1.26,SEN_GAR1,3,29
SEN_GAR1_S31,31,4,2024-01-01 00:15:00,1.2,SEN_GAR1,3,30
SEN_GAR1_S32,32,4,2024-01-01 00:15:00,0.3,SEN_GAR1,3,31
SEN_GAR1_S33,33,4,2024-01-01 00:15:00,1.84,SEN_GAR1,3,32
SEN_GAR1_S34,34,4,2024-01-01 00:15:00,1.24,SEN_GAR1,3,33
SEN_GAR1_S35,35,4,2024-01-01 00:15:00,1.38,SEN_GAR1,3,34
SEN_GAR1_S36,36,4,2024-01-01 00:15:00,2.62,SEN_GAR1,3,35
SEN_GAR1_S37,37,4,2024-01-01 00:15:00,2.03,SEN_GAR1,3,36
SEN_GAR1_S38,38,4,2024-01-01 00:15:00,0.49,SEN_GAR1,3,37
SEN_GAR1_S39,39,4,2024-01-01 00:15:00,0.54,SEN_GAR1,3,38
SEN_GAR1_S40,40,4,2024-01-01 00:15:00,1.0,SEN_GAR1,3,39
SEN_GAR1_S41,41,4,2024-01-01 00:15:00,2.0,SEN_GAR1,3,40
SEN_GAR1_S42,42,4,2024-01-01 00:15:00,1.2,SEN_GAR1,3,41
SEN_GAR1_S43,43,4,2024-01-01 00:15:00,1.82,SEN_GAR1,3,42
SEN_GAR1_S44,44,4,2024-01-01 00:15:00,1.4,SEN_GAR1,3,43
SEN_GAR1_S45,45,4,2024-01-01 00:15:00,1.39,SEN_GAR1,3,44
SEN_GAR1_S46,46,4,2024-01-01 00:15:00,1.25,SEN_GAR1,3,45
SEN_GAR1_S47,47,4,2024-01-01 00:15:00,0.76,SEN_GAR1,3,46
SEN_GAR1_S48,48,4,2024-01-01 00:15:00,1.04,SEN_GAR1,3,47
SEN_GAR1_S49,49,4,2024-01-01 00:15:00,1.1,SEN_GAR1,3,48
SEN_GAR1_S50,50,4,2024-01-01 00:15:00,1.51,SEN_GAR1,3,49
SEN_GAR1_S51,51,4,2024-01-01 00:15:00,1.27,SEN_GAR1,3,50
SEN_GAR1_S52,52,4,2024-01-01 00:15:00,1.29,SEN_GAR1,3,51
SEN_GAR1_S53,53,4,2024-01-01 00:15:00,0.86,SEN_GAR1,3,52
SEN_GAR1_S54,54,4,2024-01-01 00:15:00,0.57,SEN_GAR1,3,53
SEN_GAR1_S2,2,5,2024-01-01 00:20:00,0.47,SEN_GAR1,4,1
SEN_GAR1_S3,3,5,2024-01-01 00:20:00,0.38,SEN_GAR1,4,2
SEN_GAR1_S4,4,5,2024-01-01 00:20:00,0.5,SEN_GAR1,4,3
SEN_GAR1_S5,5,5,2024-01-01 00:20:00,1.61,SEN_GAR1,4,4
SEN_GAR1_S6,6,5,2024-01-01 00:20:00,1.42,SEN_GAR1,4,5
SEN_GAR1_S7,7,5,2024-01-01 00:20:00,1.41,SEN_GAR1,4,6
SEN_GAR1_S8,8,5,2024-01-01 00:20:00,1.02,SEN_GAR1,4,7
SEN_GAR1_S9,9,5,2024-01-01 00:20:00,1.22,SEN_GAR1,4,8
SEN_GAR1_S10,10,5,2024-01-01 00:20:00,2.57,SEN_GAR1,4,9
SEN_GAR1_S11,11,5,2024-01-01 00:20:00,1.34,SEN_GAR1,4,10
SEN_GAR1_S12,12,5,2024-01-01 00:20:00,1.4,SEN_GAR1,4,11
SEN_GAR1_S13,13,5,2024-01-01 00:20:00,1.86,SEN_GAR1,4,12
SEN_GAR1_S14,14,5,2024-01-01 00:20:00,1.12,SEN_GAR1,4,13
SEN_GAR1_S15,15,5,2024-01-01 00:20:00,0.49,SEN_GAR1,4,14
SEN_GAR1_S16,16,5,2024-01-01 00:20:00,1.32,SEN_GAR1,4,15
SEN_GAR1_S17,17,5,2024-01-01 00:20:00,1.3,SEN_GAR1,4,16
SEN_GAR1_S18,18,5,2024-01-01 00:20:00,1.56,SEN_GAR1,4,17
SEN_GAR1_S19,19,5,2024-01-01 00:20:00,1.2,SEN_GAR1,4,18
SEN_GAR1_S20,20,5,2024-01-01 00:20:00,1.16,SEN_GAR1,4,19
SEN_GAR1_S21,21,5,2024-01-01 00:20:00,2.05,SEN_GAR1,4,20
SEN_GAR1_S22,22,5,2024-01-01 00:20:00,1.82,SEN_GAR1,4,21
SEN_GAR1_S23,23,5,2024-01-01 00:20:00,1.71,SEN_GAR1,4,22
SEN_GAR1_S24,24,5,2024-01-01 00:20:00,1.61,SEN_GAR1,4,23
SEN_GAR1_S25,25,5,2024-01-01 00:20:00,1.75,SEN_GAR1,4,24
SEN_GAR1_S26,26,5,2024-01-01 00:20:00,1.6,SEN_GAR1,4,25
